,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time,cast,straight_stress,stress_percent
422,mobile,,2.0,4.0,20.0,2.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,15.0,20.0,0.0,3.0,20.0,40.0,0.0,5.0,0.0,2.0,6.0,8.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,10.0,study,9.0,0.3333333333333333
419,pc/laptop,,2.0,1.0,20.0,2.0,7.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,12.0,8.0,14.0,3.0,8.0,40.0,5.0,3.0,3.0,0.5,3.0,6.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,study,15.0,0.2
1008,mobile,3.0,2.0,1.0,19.0,2.0,6.0,3.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,15.0,40.0,5.0,2.0,10.0,50.0,0.0,3.0,0.0,0.5,8.0,8.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,10.0,study,14.0,0.2857142857142857
417,pc/laptop,1.7999999523162842,2.0,1.0,20.0,1.0,6.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,25.0,4.0,0.0,10.0,35.0,40.0,5.0,1.0,0.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,study,13.0,0.23076923076923078
1289,pc/laptop,2.0,2.0,1.0,19.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,12.0,6.0,4.0,3.0,14.0,56.0,3.0,2.0,0.0,1.0,3.0,10.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,8.0,study,11.0,0.2727272727272727
999,tablet,2.5,2.0,1.0,20.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,18.0,5.0,0.0,3.0,10.0,50.0,5.0,2.0,0.0,1.0,2.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,study,12.0,0.25
1431,mobile,,2.0,3.0,18.0,1.0,5.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,25.0,20.0,4.0,3.0,20.0,60.0,8.0,2.0,0.0,0.0,4.0,7.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,15.0,study,9.0,0.4444444444444444
508,pc/laptop,,2.0,1.0,19.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,15.0,5.0,0.0,0.0,30.0,42.0,1.0,3.0,0.0,0.0,4.0,6.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,8.0,study,11.0,0.2727272727272727
910,pc/laptop,,2.0,3.0,22.0,2.0,5.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,14.0,30.0,0.0,8.0,15.0,50.0,0.0,4.0,0.0,2.0,9.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,study,14.0,0.2857142857142857
1356,pc/laptop,1.2999999523162842,2.0,1.0,20.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,12.0,33.0,0.0,3.0,24.0,57.0,5.0,4.0,0.0,0.5,5.0,8.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,15.0,study,9.0,0.4444444444444444
1332,pc/laptop,1.5,2.0,1.0,18.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,20.0,15.0,0.0,2.0,15.0,56.0,2.0,3.0,0.0,0.0,5.0,7.0,3.0,2.0,3.0,,2.0,1.0,1.0,10.0,study,8.0,0.375
1331,pc/laptop,2.0,2.0,2.0,24.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,12.0,9.0,0.0,4.0,5.0,56.0,2.0,3.0,0.0,1.0,3.0,8.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,8.0,study,12.0,0.25
1330,mobile,,2.0,3.0,19.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,16.0,40.0,8.0,1.0,2.0,56.0,2.0,6.0,4.5,0.5,2.0,8.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,10.0,study,11.0,0.36363636363636365
602,pc/laptop,2.0,2.0,1.0,20.0,,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,15.0,10.0,0.0,3.0,45.0,45.0,0.0,6.0,0.0,2.0,10.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,10.0,study,13.0,0.15384615384615385
762,mobile,,2.0,4.0,20.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,22.0,4.0,0.0,8.0,10.0,49.0,6.0,0.0,0.0,3.0,0.0,7.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,study,14.0,0.21428571428571427
1504,no answer,,2.0,1.0,23.0,2.0,6.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,15.0,12.0,0.0,7.0,7.0,7.0,6.0,1.0,0.0,1.0,2.0,7.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0,study,11.0,0.18181818181818182
1359,mobile,2.299999952316284,2.0,1.0,19.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,18.0,10.0,0.0,3.0,5.0,57.0,3.0,4.0,0.0,1.0,1.0,8.0,,2.0,2.0,1.0,2.0,2.0,2.0,5.0,study,8.0,0.25
769,tablet,,2.0,3.0,19.0,1.0,5.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,18.0,28.0,0.0,8.0,2.0,49.0,0.0,7.0,0.0,2.0,1.0,8.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,20.0,study,9.0,0.4444444444444444
1323,mobile,,2.0,3.0,20.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,24.0,14.0,0.0,2.0,12.0,56.0,0.0,4.0,0.0,0.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,study,8.0,0.375
1360,mobile,,2.0,3.0,20.0,2.0,6.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,22.5,10.0,10.0,1.5,3.0,57.0,5.5,2.5,0.0,0.0,0.0,8.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,10.0,study,19.0,0.21052631578947367
587,mobile,,2.0,3.0,20.0,1.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,14.0,20.0,7.0,3.0,7.0,45.0,0.0,0.0,0.0,0.0,12.0,8.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,10.0,study,18.0,0.2222222222222222
1506,pc/laptop,,2.0,5.0,28.0,1.0,6.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,8.0,2.0,1.0,3.0,7.0,3.0,8.0,0.0,1.0,4.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,15.0,study,12.0,0.16666666666666666
1362,mobile,1.600000023841858,2.0,1.0,18.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,22.0,2.5,7.5,6.0,10.0,57.5,0.0,1.0,1.5,1.5,2.5,8.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,15.0,study,11.0,0.18181818181818182
1489,pc/laptop,,2.0,3.0,20.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,15.0,2.5,3.0,2.0,24.0,68.0,1.5,0.5,0.0,0.0,8.0,7.5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,10.0,study,14.0,0.21428571428571427
784,pc/laptop,,2.0,3.0,25.0,1.0,6.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,22.0,15.0,0.0,1.0,10.0,49.0,7.0,1.0,0.0,0.5,0.5,8.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,15.0,study,11.0,0.2727272727272727
618,pc/laptop,,2.0,3.0,20.0,2.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,8.0,35.0,0.0,8.0,6.0,45.0,0.0,5.0,0.0,3.0,2.0,10.0,3.0,2.0,3.0,,2.0,1.0,1.0,7.0,study,10.0,0.3
733,pc/laptop,,2.0,4.0,20.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,20.0,9.0,0.0,7.0,17.0,49.0,6.0,2.0,0.0,1.0,2.0,6.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,7.0,study,11.0,0.36363636363636365
672,pc/laptop,2.0,2.0,1.0,20.0,2.0,5.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,14.0,12.0,12.0,5.0,6.0,48.0,0.0,5.0,0.0,0.0,4.0,6.5,2.0,2.0,1.0,2.0,2.0,1.0,2.0,20.0,study,12.0,0.25
661,pc/laptop,,2.0,3.0,19.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,20.0,15.0,0.0,5.0,10.0,47.0,6.0,1.0,0.0,,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,study,11.0,0.18181818181818182
1499,pc/laptop,,2.0,3.0,21.0,1.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,10.0,12.0,0.0,1.0,2.0,7.0,0.0,8.0,0.0,0.5,1.0,7.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,study,10.0,0.4
656,pc/laptop,,2.0,4.0,27.0,1.0,6.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,20.0,3.0,0.0,14.0,21.0,46.0,11.0,0.0,0.0,1.0,3.0,7.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,10.0,study,12.0,0.25
679,pc/laptop,,2.0,3.0,23.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,12.0,30.0,0.0,5.0,5.0,48.0,0.0,7.0,0.0,0.0,5.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,study,13.0,0.3076923076923077
686,mobile,3.0,2.0,1.0,18.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,20.0,2.0,10.0,10.0,6.0,48.0,4.0,0.5,0.0,2.0,2.0,6.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,8.0,study,16.0,0.25
737,pc/laptop,,2.0,1.0,22.0,1.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,25.0,10.0,0.0,3.0,3.0,49.0,3.0,2.0,0.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,study,13.0,0.23076923076923078
1340,pc/laptop,,2.0,1.0,20.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,16.0,10.0,15.0,8.0,6.0,56.0,0.0,0.0,0.0,0.0,19.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,8.0,study,13.0,0.23076923076923078
706,pc/laptop,1.100000023841858,2.0,1.0,20.0,2.0,6.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,28.0,21.0,6.0,5.0,30.0,49.0,6.0,3.0,0.0,1.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,15.0,study,12.0,0.25
707,mobile,,2.0,3.0,18.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,20.0,4.0,16.0,3.0,20.0,49.0,2.0,0.0,0.0,0.5,10.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,study,11.0,0.2727272727272727
716,mobile,2.200000047683716,2.0,1.0,21.0,2.0,6.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,25.0,12.0,0.0,4.5,13.0,49.0,4.0,2.5,0.0,0.5,3.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,10.0,study,10.0,0.3
1355,pc/laptop,,2.0,3.0,19.0,1.0,6.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,23.0,38.0,1.0,9.0,16.0,56.5,0.0,8.0,0.0,2.0,3.0,9.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,study,9.0,0.3333333333333333
726,mobile,1.600000023841858,2.0,1.0,20.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,25.0,30.0,20.0,5.0,15.0,49.0,6.0,4.0,0.0,1.0,2.0,7.0,3.0,2.0,,3.0,1.0,2.0,1.0,10.0,study,17.0,0.23529411764705882
731,pc/laptop,2.299999952316284,2.0,2.0,26.0,2.0,6.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,14.0,30.0,15.0,10.0,5.0,49.0,8.0,5.0,0.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,study,17.0,0.17647058823529413
701,mobile,2.799999952316284,2.0,1.0,22.0,2.0,6.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,15.0,5.0,32.0,6.0,7.0,49.0,10.0,0.0,0.0,2.0,2.0,6.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,15.0,work,14.0,0.21428571428571427
500,pc/laptop,,2.0,3.0,19.0,2.0,5.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,25.0,20.0,0.0,10.0,15.0,42.0,5.0,10.0,0.0,0.5,,5.5,3.0,2.0,3.0,,2.0,1.0,1.0,6.0,study,11.0,0.36363636363636365
790,pc/laptop,1.7000000476837158,2.0,1.0,18.0,2.0,5.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,32.0,18.0,0.0,2.0,15.0,49.0,8.0,0.0,0.0,0.0,5.0,8.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,15.0,study,11.0,0.36363636363636365
799,pc/laptop,1.0,2.0,1.0,19.0,2.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,24.0,12.0,8.0,5.0,10.0,49.0,0.0,6.0,0.0,1.0,5.0,6.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,6.0,study,10.0,0.2
526,mobile,3.0,2.0,1.0,20.0,2.0,5.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,9.0,2.0,13.0,6.0,10.0,42.0,2.0,6.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0,work,16.0,0.1875
1474,mobile,2.799999952316284,2.0,1.0,19.0,2.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,14.0,5.0,3.0,2.0,6.0,63.0,3.0,3.0,0.0,0.0,2.0,8.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,study,12.0,0.25
862,mobile,3.0,2.0,1.0,18.0,2.0,3.0,3.0,2.0,1.0,,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,13.5,6.0,6.0,1.0,8.0,50.0,6.0,2.0,0.0,0.5,1.5,8.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,study,10.0,0.3
863,pc/laptop,1.899999976158142,2.0,1.0,27.0,1.0,6.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,20.0,7.0,15.0,5.0,15.0,50.0,0.0,2.0,4.0,1.0,3.0,8.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,10.0,study,14.0,0.21428571428571427
864,mobile,,2.0,4.0,25.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,30.0,7.0,5.0,0.5,3.0,50.0,0.0,3.0,0.0,0.5,9.0,7.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,8.0,study,19.0,0.21052631578947367
1519,pc/laptop,1.7000000476837158,2.0,1.0,18.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,10.0,3.0,16.0,4.0,15.0,70.0,2.0,1.0,4.0,1.0,3.0,10.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,work,12.0,0.25
849,pc/laptop,,2.0,3.0,19.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,8.0,30.0,0.0,3.0,8.0,5.0,4.0,0.0,0.0,1.0,4.0,7.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,6.0,study,10.0,0.3
880,pc/laptop,,2.0,4.0,19.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,10.0,5.0,4.0,3.0,16.0,50.0,3.0,0.0,0.0,1.5,4.0,7.5,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,study,9.0,0.3333333333333333
884,tablet,2.5999999046325684,2.0,1.0,31.0,1.0,6.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,14.0,45.0,0.0,5.0,4.0,50.0,8.0,8.0,0.0,0.5,1.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,15.0,study,11.0,0.2727272727272727
1520,mobile,2.299999952316284,2.0,1.0,20.0,2.0,6.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,20.0,10.0,1.0,10.0,40.0,70.0,5.0,2.0,0.0,2.0,5.0,10.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,20.0,study,13.0,0.3076923076923077
1557,pc/laptop,2.299999952316284,2.0,1.0,27.0,2.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,18.0,12.0,8.0,4.0,10.0,9.0,0.0,3.0,8.0,1.0,0.0,6.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,study,10.0,0.3
1304,pc/laptop,,2.0,1.0,21.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,13.5,4.5,,10.0,80.0,56.0,4.5,,,1.0,3.0,9.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,15.0,complex,14.0,0.21428571428571427
1395,pc/laptop,,2.0,3.0,26.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,25.0,25.0,0.0,5.0,5.0,60.0,2.0,6.0,0.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,study,10.0,0.4
908,pc/laptop,1.2999999523162842,2.0,1.0,21.0,2.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,16.0,4.0,0.0,1.0,4.0,50.0,0.0,2.0,0.0,0.0,4.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0,study,13.0,0.23076923076923078
883,pc/laptop,1.7000000476837158,2.0,1.0,19.0,1.0,7.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,43.0,8.0,0.0,1.0,15.0,50.0,10.0,1.0,0.0,0.5,0.0,7.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,15.0,study,10.0,0.3
576,pc/laptop,,2.0,3.0,19.0,2.0,5.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,30.0,15.0,0.0,0.5,4.0,44.0,10.0,2.5,0.0,0.0,0.5,7.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,15.0,study,9.0,0.3333333333333333
542,tablet,1.649999976158142,2.0,1.0,20.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,13.0,7.0,0.0,2.0,27.0,42.0,1.5,2.5,0.0,0.5,3.5,7.5,3.0,2.0,1.0,2.0,1.0,2.0,1.0,10.0,study,9.0,0.2222222222222222
547,mobile,1.899999976158142,2.0,1.0,20.0,2.0,5.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,16.0,14.0,0.0,5.0,27.0,42.0,0.0,0.0,0.0,3.0,0.0,10.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,15.0,study,11.0,0.2727272727272727
801,pc/laptop,1.75,2.0,1.0,18.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,18.0,13.0,0.0,7.0,25.0,49.0,5.0,2.0,0.0,2.0,4.0,7.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0,study,11.0,0.2727272727272727
1485,pc/laptop,,2.0,1.0,20.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,10.0,10.0,3.0,5.0,35.0,65.0,0.0,0.0,0.0,4.0,6.0,12.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,10.0,study,15.0,0.26666666666666666
570,pc/laptop,2.0,2.0,1.0,20.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,18.0,5.0,10.0,2.0,3.0,43.0,4.0,3.0,0.0,1.0,0.0,7.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,15.0,study,13.0,0.3076923076923077
805,pc/laptop,1.5,2.0,2.0,25.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,15.0,20.0,16.0,4.0,60.0,49.0,2.0,3.0,8.0,1.0,4.0,6.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,10.0,study,12.0,0.25
809,pc/laptop,2.299999952316284,2.0,1.0,21.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,10.5,5.0,0.0,21.0,20.0,49.0,0.0,4.0,0.0,3.0,7.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,study,11.0,0.2727272727272727
1366,mobile,2.0,2.0,1.0,19.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,12.0,10.0,5.0,2.0,14.0,58.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,study,10.0,0.2
832,pc/laptop,2.0,2.0,1.0,19.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,5.0,5.0,30.0,6.0,21.0,49.0,2.0,5.0,0.0,1.0,0.0,8.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,8.0,work,15.0,0.2
813,mobile,,2.0,3.0,21.0,2.0,5.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,25.0,10.0,0.0,7.0,3.0,49.0,3.0,1.0,0.0,1.0,2.0,8.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,study,14.0,0.2857142857142857
560,pc/laptop,,2.0,3.0,18.0,2.0,6.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,21.0,24.0,0.0,7.0,14.0,42.0,4.5,7.0,0.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,10.0,study,9.0,0.3333333333333333
556,pc/laptop,,2.0,3.0,19.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,36.0,4.0,0.0,4.0,4.0,42.0,12.0,0.0,0.0,0.0,4.0,6.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,study,14.0,0.2857142857142857
827,mobile,,2.0,3.0,31.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,16.0,12.0,12.0,5.0,4.0,49.0,0.0,0.0,9.0,0.5,1.0,7.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,study,12.0,0.25
